area_avg|Área 1|50011.87
area_avg|Área 2|50077.08
last_name_max|Cecchi|Ahlois Cecchi|99930.75
last_name_max|Cecchini|Abdryann Cecchini|99894.63
last_name_max|Ceccon|Abbegayle Ceccon|99997.36
last_name_max|Cecconi|Alastor Cecconi|99811.55
last_name_max|Cece|Allisona Cece|99979.41
last_name_max|Cecere|Adian Cecere|99956.20
last_name_max|Ceci|Ailsha Ceci|99814.67
last_name_max|Cecote|Aegle Cecote|99839.94
last_name_max|Cecotti|Adiline Cecotti|99861.13
last_name_max|Cedrone|Ajaye Cedrone|99871.90
last_name_max|Cefalo|Ailis Cefalo|99959.50
last_name_max|Cefalu|Akanah Cefalu|99872.64
last_name_max|Ceglia|Abel Ceglia|99798.69
last_name_max|Cei|Adelia Cei|99989.36
last_name_max|Celani|Adooeette Celani|99833.70
last_name_max|Celano|Allissa Celano|99916.07
last_name_max|Celentano|Abreeana Celentano|99887.75
last_name_max|Celenza|Adamson Celenza|99966.57
last_name_max|Celia|Abeque Celia|99852.80
last_name_max|Cella|Aineislis Cella|99987.07
last_name_max|Celli|Ahlyssa Celli|99978.08
last_name_max|Cellini|Ahmad Cellini|99995.71
last_name_max|Cellucci|Althiah Cellucci|99948.69
last_name_max|Cellura|Alaqua Cellura|99655.47
last_name_max|Celona|Abrielle Celona|99978.19
last_name_max|Celot|Abby Celot|99985.44
last_name_max|Cena|Adelena Cena|99997.81
last_name_max|Cenci|Alta Cenci|99876.03
last_name_max|Cennamo|Alexei Cennamo|99813.35
last_name_max|Centanni|Abboid Centanni|99920.08
last_name_max|Centofanti|Alida Centofanti|99843.65
last_name_max|Centola|Aila Centola|99990.86
last_name_max|Centore|Aleck Centore|99778.94
last_name_max|Centrella|Aki Centrella|99712.60
last_name_max|Centrone|Agnola Centrone|99982.08
last_name_max|Ceolin|Alarick Ceolin|99854.72
last_name_max|Ceotto|Aarron Ceotto|99709.37
last_name_max|Ceraso|Alan Ceraso|99953.71
last_name_max|Cerasoli|Adreane Cerasoli|99689.98
last_name_max|Cerasuolo|Allysna Cerasuolo|99962.35
last_name_max|Ceravolo|Alfreda Ceravolo|99921.67
last_name_max|Cerbone|Abhor Cerbone|99991.85
last_name_max|Cercone|Adysen Cercone|99737.35
last_name_max|Cereghino|Achmad Cereghino|99735.86
last_name_max|Ceresa|Albani Ceresa|99936.05
last_name_max|Cergueira|Alarik Cergueira|99996.24
last_name_max|Cericola|Alejanda Cericola|99949.39
last_name_max|Cerini|Allida Cerini|99811.84
last_name_max|Cerino|Alphaeus Cerino|99943.25
last_name_max|Cerminaro|Aileanah Cerminaro|99932.74
last_name_max|Cerniglia|Ai Cerniglia|99978.48
last_name_max|Cerqueira|Alida Cerqueira|99537.36
last_name_max|Cerreta|Abbygail Cerreta|99951.27
last_name_max|Cerri|Aliki Cerri|99901.43
last_name_max|Cerrito|Allaric Cerrito|99764.82
last_name_max|Cerro|Agaue Cerro|99907.26
last_name_max|Cerrone|Alfeo Cerrone|99807.28
last_name_max|Cerroni|Adryon Cerroni|99914.75
last_name_max|Cerruti|Alida Cerruti|99941.11
last_name_max|Certa|Aliscia Certa|99900.41
last_name_max|Certo|Alisyna Certo|99831.03
last_name_max|Cerulli|Aditya Cerulli|99885.54
last_name_max|Cerullo|Aisha Cerullo|99803.28
last_name_max|Cerutti|Abdulaziz Cerutti|99963.15
last_name_max|Cervantes|Adred Cervantes|99882.79
last_name_max|Cervelli|Adooeette Cervelli|99989.30
last_name_max|Cervi|Ainsley Cervi|99956.50
last_name_max|Cervini|Alesandro Cervini|99975.66
last_name_max|Cervino|Agnizika Cervino|99834.21
last_name_max|Cervone|Aeary Cervone|99932.36
last_name_max|Cesa|Adryon Cesa|99850.95
last_name_max|Cesare|Alfreda Cesare|99959.76
last_name_max|Cesari|Alaster Cesari|99959.95
last_name_max|Cesarini|Agytha Cesarini|99824.17
last_name_max|Cesario|Aleason Cesario|99857.84
last_name_max|Cesaro|Aislyn Cesaro|99978.51
last_name_max|Cescon|Alsona Cescon|99889.35
last_name_max|Cesconeto|Addia Cesconeto|99836.50
last_name_max|Cesconetto|Allaric Cesconetto|99996.93
last_name_max|Cesena|Allythya Cesena|99926.45
last_name_max|Cesta|Alarbus Cesta|99935.46
last_name_max|Cestaro|Achilleo Cestaro|99765.07
last_name_max|Cestone|Alson Cestone|99879.54
last_name_max|Cetta|Ahran Cetta|99939.33
last_name_max|Cevolani|Ailean Cevolani|99956.82
last_name_max|Chagas|Allysdair Chagas|99966.16
last_name_max|Chambers|Alison Chambers|99815.53
last_name_max|Chan|Adelmo Chan|99964.19
last_name_max|Chandler|Aliz Chandler|99983.49
last_name_max|Chaney|Abbott Chaney|99971.03
last_name_max|Chang|Alicija Chang|99959.21
last_name_max|Chapiniti|Akilles Chapiniti|99981.58
last_name_max|Chapman|Alekanekelo Chapman|99717.44
last_name_max|Charles|Aleenah Charles|99959.39
last_name_max|Chase|Aksel Chase|99857.49
last_name_max|Chausse|Adrienna Chausse|99755.21
last_name_max|Chavez|Ajatashatru Chavez|99964.44
last_name_max|Checchi|Alfrid Checchi|99949.65
last_name_max|Cheibub|Aditya Cheibub|99959.67
last_name_max|Chen|Abeir Chen|99989.98
last_name_max|Cherico|Addyson Cherico|99913.16
last_name_max|Cherry|Adarra Cherry|99974.15
last_name_max|Cherubini|Alfrid Cherubini|99976.17
last_name_max|Chiappini|Aindrea Chiappini|99987.37
last_name_max|Chiara|Agota Chiara|99976.31
last_name_max|Chiaradia|Allyce Chiaradia|99972.68
last_name_max|Chiaramonte|Abbegail Chiaramonte|99972.92
last_name_max|Chiarella|Adeleana Chiarella|99992.32
last_name_max|Chiarelli|Albertha Chiarelli|99953.54
last_name_max|Chiarello|Adoria Chiarello|99607.09
last_name_max|Chiaro|Alger Chiaro|99900.61
last_name_max|Chiaverini|Alfrid Chiaverini|99663.83
last_name_max|Chiavetta|Alaster Chiavetta|99837.19
last_name_max|Chiecan|Afrate Chiecan|99989.18
last_name_max|Chiecon|Adolphe Chiecon|99786.28
last_name_max|Chiera|Adora Chiera|99991.68
last_name_max|Chiesa|Allaire Chiesa|99948.91
last_name_max|Chies|Allisan Chies|99827.36
last_name_max|Chiesurin|Allidia Chiesurin|99760.50
last_name_max|Chimienti|Ahearn Chimienti|99998.26
last_name_max|China|Adalgisa China|99874.81
last_name_max|Chinnici|Adelpha Chinnici|99674.27
last_name_max|Chino|Algie Chino|99757.81
last_name_max|Chiodi|Adryon Chiodi|99865.73
last_name_max|Chiodini|Ajee Chiodini|99899.17
last_name_max|Chiodo|Abe Chiodo|99836.62
last_name_max|Chirco|Abriale Chirco|99856.70
last_name_max|Chirichella|Adolph Chirichella|99832.39
last_name_max|Chirico|Aliceie Chirico|99786.36
last_name_max|Chiumento|Alphaeus Chiumento|99897.81
last_name_max|Chiusano|Acey Chiusano|99747.99
last_name_max|Choi|Alejanda Choi|99949.46
last_name_max|Christ|Alfeo Christ|99972.38
last_name_max|Christensdatter|Allie Christensdatter|99934.22
last_name_max|Christensen|Adore Christensen|99921.39
last_name_max|Christian|Akshaj Christian|99776.98
last_name_max|Christiandatter|Absalon Christiandatter|99875.26
last_name_max|Christiansdatter|Adamik Christiansdatter|99728.10
last_name_max|Christiansen|Aimiah Christiansen|99735.07
last_name_max|Christophersen|Abrial Christophersen|99905.71
last_name_max|Chtistensdatter|Alitheah Chtistensdatter|99864.81
last_name_max|Chung|Aimiah Chung|99994.46
last_name_max|Church|Ahron Church|99838.70
last_name_max|Ciabattoni|Aden Ciabattoni|99942.41
last_name_max|Ciaburri|Alisanah Ciaburri|99884.13
last_name_max|Ciaccia|Abhorson Ciaccia|99991.48
last_name_max|Ciaccio|Addler Ciaccio|99892.23
last_name_max|Ciambrone|Ahyana Ciambrone|99833.38
last_name_max|Ciampa|Aldrych Ciampa|99970.69
last_name_max|Ciampi|Aloani Ciampi|99982.81
last_name_max|Cianci|Aishah Cianci|99840.61
last_name_max|Ciancio|Alo Ciancio|99949.25
last_name_max|Cianciola|Agase Cianciola|99922.64
last_name_max|Cianciolo|Agnessa Cianciolo|99958.06
last_name_max|Cianciulli|Alisson Cianciulli|99914.58
last_name_max|Cianelli|Aleen Cianelli|99948.89
last_name_max|Cianflone|Alana Cianflone|99982.92
last_name_max|Ciani|Alla Ciani|99428.97
last_name_max|Ciano|Allisina Ciano|99914.63
last_name_max|Ciaramitaro|Allidia Ciaramitaro|99919.51
last_name_max|Ciaravino|Akshaya Ciaravino|99518.62
last_name_max|Ciardullo|Aliceie Ciardullo|99981.95
last_name_max|Ciarleglio|Agafa Ciarleglio|99991.48
last_name_max|Ciarlo|Alice Ciarlo|99965.72
last_name_max|Ciarrocchi|Adelmio Ciarrocchi|99705.01
last_name_max|Cibelli|Albina Cibelli|99962.99
last_name_max|Cicala|Alister Cicala|99931.18
last_name_max|Cicale|Adelphie Cicale|99907.80
last_name_max|Cicalese|Aimond Cicalese|99821.75
last_name_max|Ciccarelli|Aieshah Ciccarelli|99911.94
last_name_max|Ciccarello|Ahmik Ciccarello|99979.68
last_name_max|Ciccarone|Alson Ciccarone|99914.70
last_name_max|Cicchetti|Adrine Cicchetti|99958.23
last_name_max|Cicchini|Abey Cicchini|99935.23
last_name_max|Cicchino|Adelina Cicchino|99964.98
last_name_max|Cicci|Adan Cicci|99999.80
last_name_max|Cicciarelli|Alishah Cicciarelli|99949.76
last_name_max|Ciccolella|Allethya Ciccolella|99868.37
last_name_max|Ciccone|Ajai Ciccone|99860.84
last_name_max|Cicconi|Aakash Cicconi|99977.30
last_name_max|Ciccotelli|Agafia Ciccotelli|99793.16
last_name_max|Cicio|Allgar Cicio|99925.58
last_name_max|Cicone|Akim Cicone|99772.63
last_name_max|Cieri|Alexandrina Cieri|99955.43
last_name_max|Ciervo|Albyrt Ciervo|99955.09
last_name_max|Cifaldi|Abigayle Cifaldi|99967.65
last_name_max|Cifarelli|Adriennah Cifarelli|99965.87
last_name_max|Cifelli|Agacia Cifelli|99686.48
last_name_max|Cilento|Abdulaziz Cilento|99954.92
last_name_max|Cillo|Aleksander Cillo|99879.99
last_name_max|Cilluffo|Aaren Cilluffo|99937.31
last_name_max|Cima|Abbegail Cima|99965.03
last_name_max|Cimaglia|Adryanah Cimaglia|99877.38
last_name_max|Ciminelli|Adriann Ciminelli|99967.59
last_name_max|Ciminera|Aleksanteri Ciminera|99812.25
last_name_max|Cimini|Alex Cimini|99870.84
last_name_max|Cimino|Abbegale Cimino|99999.81
last_name_max|Cimmino|Abegayle Cimmino|99996.24
last_name_max|Cimo|Alisina Cimo|99859.97
last_name_max|Cimorelli|Aieshah Cimorelli|99933.28
last_name_max|Cinco|Adella Cinco|99904.70
last_name_max|Cinelli|Ade Cinelli|99909.09
last_name_max|Cini|Aineislis Cini|99969.94
last_name_max|Cino|Abbegale Cino|99953.42
last_name_max|Cinotti|Agathie Cinotti|99927.27
last_name_max|Cinque|Allatheah Cinque|99919.99
last_name_max|Cinquemani|Alick Cinquemani|99904.24
last_name_max|Ciocca|Alekanekelo Ciocca|99996.35
last_name_max|Ciocco|Aksell Ciocco|99973.10
last_name_max|Cioffi|Adneda Cioffi|99969.78
last_name_max|Ciolino|Alishia Ciolino|99761.59
last_name_max|Ciolli|Alessandro Ciolli|99853.01
last_name_max|Cione|Aldo Cione|99991.00
last_name_max|Cioni|Adilenna Cioni|99831.07
last_name_max|Cioppa|Aarie Cioppa|99977.18
last_name_max|Ciotola|Airle Ciotola|99860.77
last_name_max|Ciotti|Aleema Ciotti|99965.37
last_name_max|Cipolla|Al Cipolla|99559.68
last_name_max|Cipollone|Ailean Cipollone|99986.51
last_name_max|Cipriani|Almas Cipriani|99815.74
last_name_max|Cipriano|Alletheah Cipriano|99945.12
last_name_max|Cira|Albertha Cira|99922.78
last_name_max|Circo|Adorjan Circo|99822.95
last_name_max|Cirelli|Alaister Cirelli|99850.34
last_name_max|Ciresi|Aimi Ciresi|99896.85
last_name_max|Ciriello|Aeneas Ciriello|99971.46
last_name_max|Cirigliano|Alesia Cirigliano|99928.88
last_name_max|Cirilli|Aloysia Cirilli|99893.07
last_name_max|Cirillo|Agnesca Cirillo|99872.89
last_name_max|Cirincione|Ajay Cirincione|99886.07
last_name_max|Cirino|Aamir Cirino|99995.90
last_name_max|Cirrincione|Alisyna Cirrincione|99765.80
last_name_max|Cirrito|Allathea Cirrito|99979.06
last_name_max|Cisneros|Agata Cisneros|99940.72
last_name_max|Citrano|Adeline Citrano|99963.43
last_name_max|Citroen|Alexio Citroen|99891.67
last_name_max|Cittadino|Adryann Cittadino|99849.38
last_name_max|Cittera|Agape Cittera|99671.66
last_name_max|Ciucci|Alisin Ciucci|99915.78
last_name_max|Ciuffo|Ahava Ciuffo|99960.20
last_name_max|Ciufo|Agnesca Ciufo|99866.42
last_name_max|Ciulla|Alrik Ciulla|99955.18
last_name_max|Ciullo|Abdryann Ciullo|99852.80
last_name_max|Civello|Abraham Civello|99898.44
last_name_max|Civiello|Adaly Civiello|99967.30
last_name_max|Civitarese|Alia Civitarese|99940.57
last_name_max|Civitello|Aleck Civitello|99727.06
last_name_max|Clarizio|Allanah Clarizio|99893.91
last_name_max|Clark|Abiba Clark|99953.59
last_name_max|Clarke|Alan Clarke|99992.28
last_name_max|Claro|Adryann Claro|99981.88
last_name_max|Claudino|Agase Claudino|99977.21
last_name_max|Clay|Aberah Clay|99957.30
last_name_max|Clayton|Alam Clayton|99959.60
last_name_max|Clementi|Agna Clementi|99946.26
last_name_max|Clements|Adar Clements|99963.49
last_name_max|Clerici|Aamir Clerici|99989.88
last_name_max|Clerico|Alina Clerico|99998.16
last_name_max|Cline|Aineislis Cline|99977.32
last_name_max|Cobb|Ailfrid Cobb|99929.51
last_name_max|Cobo|Alitheah Cobo|99997.41
last_name_max|Coca|Alison Coca|99974.03
last_name_max|Cocca|Adreena Cocca|99873.03
last_name_max|Cocchi|Admon Cocchi|99993.60
last_name_max|Cocchiola|Ahmet Cocchiola|99913.81
last_name_max|Cocco|Aletha Cocco|99732.20
last_name_max|Cochran|Aloess Cochran|99949.79
last_name_max|Coco|Alisha Coco|99958.37
last_name_max|Cocozza|Albertine Cocozza|99807.85
last_name_max|Cocuzza|Alcindor Cocuzza|99800.31
last_name_max|Coda|Ace Coda|99925.75
last_name_max|Codella|Agrona Codella|99970.32
last_name_max|Coelho|Agace Coelho|99781.91
last_name_max|Coevorden|Adah Coevorden|99988.95
last_name_max|Coffey|Adreah Coffey|99853.23
last_name_max|Cofone|Alisana Cofone|99968.58
last_name_max|Cofrancesco|Aleric Cofrancesco|99984.93
last_name_max|Coglianese|Albyrte Coglianese|99989.08
last_name_max|Cogliano|Alejandra Cogliano|99819.80
last_name_max|Cohen|Alldyn Cohen|99673.80
last_name_max|Coia|Aaron Coia|99959.12
last_name_max|Coiro|Aamer Coiro|99934.65
last_name_max|Cola|Alejo Cola|99928.97
last_name_max|Colabella|Adenna Colabella|99913.17
last_name_max|Colacino|Alba Colacino|99951.98
last_name_max|Coladeci|Adelice Coladeci|99992.52
last_name_max|Colaianni|Adelpha Colaianni|99862.90
last_name_max|Colaizzi|Ailsa Colaizzi|99609.01
last_name_max|Colaluca|Abbegale Colaluca|99999.00
last_name_max|Colandrea|Abbegale Colandrea|99941.24
last_name_max|Colaneri|Akamu Colaneri|99875.19
last_name_max|Colangelo|Althya Colangelo|99981.70
last_name_max|Colantoni|Agnizica Colantoni|99803.42
last_name_max|Colantonio|Adriano Colantonio|99972.03
last_name_max|Colantuoni|Aimond Colantuoni|99969.74
last_name_max|Colantuono|Alaqua Colantuono|99924.09
last_name_max|Colao|Alasteir Colao|99906.64
last_name_max|Colapietro|Adelmio Colapietro|99989.22
last_name_max|Colarossi|Allyiah Colarossi|99945.58
last_name_max|Colarusso|Aldren Colarusso|99933.31
last_name_max|Colasanti|Aldus Colasanti|99963.71
last_name_max|Colasuonno|Adryn Colasuonno|99871.40
last_name_max|Colato|Allisine Colato|99940.02
last_name_max|Colavita|Adair Colavita|99957.17
last_name_max|Colavito|Adryon Colavito|99906.15
last_name_max|Cole|Aldric Cole|99950.60
last_name_max|Colella|Adamek Colella|99923.61
last_name_max|Colello|Akaho Colello|99937.25
last_name_max|Coleman|Albine Coleman|99941.70
last_name_max|Coletta|Allythea Coletta|99885.22
last_name_max|Coletti|Alissah Coletti|99308.22
last_name_max|Coletto|Abna Coletto|99945.27
last_name_max|Colicchio|Alaina Colicchio|99767.79
last_name_max|Colina|Aidah Colina|99843.88
last_name_max|Colla|Abia Colla|99917.56
last_name_max|Colletta|Affera Colletta|99788.30
last_name_max|Colletti|Alisun Colletti|99924.40
last_name_max|Colli|Alberta Colli|99865.17
last_name_max|Collier|Algar Collier|99626.26
last_name_max|Collins|Agrona Collins|99999.84
last_name_max|Colodeta|Abrial Colodeta|99945.37
last_name_max|Colodete|Alivia Colodete|99888.93
last_name_max|Colodetti|Achachak Colodetti|99952.30
last_name_max|Colombi|Alanis Colombi|99957.34
last_name_max|Colombini|Alida Colombini|99922.66
last_name_max|Colombo|Aidee Colombo|99830.08
last_name_max|Colona|Alima Colona|99957.97
last_name_max|Colon|Akane Colon|99856.50
last_name_max|Colone|Allie Colone|99895.31
last_name_max|Colosi|Aaries Colosi|99589.92
last_name_max|Colucci|Allysna Colucci|99858.06
last_name_max|Coluccio|Abrien Coluccio|99997.91
last_name_max|Columbo|Alita Columbo|99982.77
last_name_max|Comarela|Affrey Comarela|99954.65
last_name_max|Combs|Abhay Combs|99635.39
last_name_max|Comella|Agustin Comella|99832.48
last_name_max|Comerio|Abdul Comerio|99956.37
last_name_max|Comito|Alette Comito|99998.49
last_name_max|Como|Aileen Como|99948.51
last_name_max|Comolli|Abreal Comolli|99961.73
last_name_max|Compagno|Adelaida Compagno|99946.68
last_name_max|Compagnone|Agathia Compagnone|99674.90
last_name_max|Compton|Alma Compton|99981.33
last_name_max|Comunale|Aldrick Comunale|99952.67
last_name_max|Cona|Akanah Cona|99991.30
last_name_max|Conca|Abbegayle Conca|99958.78
last_name_max|Conceicao|Alta Conceicao|99822.37
last_name_max|Conciani|Alka Conciani|99930.12
last_name_max|Conde|Alina Conde|99960.78
last_name_max|Condello|Achmed Condello|99613.47
last_name_max|Conetta|Airamis Conetta|99811.88
last_name_max|Confalone|Ahava Confalone|99865.03
last_name_max|Conforti|Abbeygale Conforti|99920.68
last_name_max|Congo|Allidia Congo|99903.41
last_name_max|Conigliaro|Aggie Conigliaro|99908.55
last_name_max|Coniglio|Adarian Coniglio|99820.73
last_name_max|Conley|Achazia Conley|99870.10
last_name_max|Conner|Ahivia Conner|99896.99
last_name_max|Conrad|Adrianah Conrad|99978.55
last_name_max|Conradi|Allyce Conradi|99898.83
last_name_max|Consigli|Adell Consigli|99996.15
last_name_max|Consiglio|Allythya Consiglio|99976.49
last_name_max|Console|Albyrte Console|99850.23
last_name_max|Consoli|Adison Consoli|99906.90
last_name_max|Consolo|Abbegale Consolo|99884.63
last_name_max|Constantini|Adria Constantini|99943.32
last_name_max|Constantino|Adrianne Constantino|99886.20
last_name_max|Contarini|Alick Contarini|99989.99
last_name_max|Contarino|Abey Contarino|99929.48
last_name_max|Conte|Adia Conte|99659.82
last_name_max|Contento|Addie Contento|99890.05
last_name_max|Conterini|Alfreda Conterini|99987.36
last_name_max|Contessa|Adison Contessa|99875.52
last_name_max|Conti|Alfonse Conti|99974.47
last_name_max|Contini|Allethiah Contini|99895.49
last_name_max|Contino|Allisina Contino|99999.62
last_name_max|Conto|Alisanah Conto|99933.01
last_name_max|Contreras|Abrahem Contreras|99853.60
last_name_max|Contrino|Agnieszka Contrino|99959.19
last_name_max|Conway|Aggie Conway|99833.80
last_name_max|Cook|Akae Cook|99995.21
last_name_max|Cooke|Abramo Cooke|99565.72
last_name_max|Cooley|Aliezah Cooley|99878.61
last_name_max|Cooper|Allaric Cooper|99971.90
last_name_max|Copeland|Alain Copeland|99981.88
last_name_max|Coppi|Alfeus Coppi|99838.23
last_name_max|Coppo|Adriena Coppo|99961.61
last_name_max|Coppolino|Agata Coppolino|99981.34
last_name_max|Corallo|Abbey Corallo|99944.20
last_name_max|Corazza|Alice Corazza|99627.99
last_name_max|Corbello|Agosto Corbello|99999.60
last_name_max|Corbi|Adia Corbi|99982.00
last_name_max|Corbo|Alford Corbo|99675.42
last_name_max|Corcione|Adryannah Corcione|99801.94
last_name_max|Corcos|Adenna Corcos|99920.83
last_name_max|Corda|Albert Corda|99676.74
last_name_max|Cordano|Allisone Cordano|99461.94
last_name_max|Cordaro|Altha Cordaro|99918.23
last_name_max|Cordasco|Alfredia Cordasco|99943.05
last_name_max|Cordi|Albertine Cordi|99961.41
last_name_max|Cordisco|Aaronn Cordisco|99797.71
last_name_max|Cordone|Aleisha Cordone|99890.47
last_name_max|Cordova|Albertus Cordova|99483.42
last_name_max|Corella|Allisen Corella|99803.38
last_name_max|Corelli|Alma Corelli|99866.65
last_name_max|Corigliano|Agnella Corigliano|99830.94
last_name_max|Cornacchia|Alphoeus Cornacchia|99976.06
last_name_max|Cornelia|Agnelle Cornelia|99893.70
last_name_max|Cornelissen|Ahmaud Cornelissen|99972.89
last_name_max|Cornella|Aldora Cornella|99997.44
last_name_max|Cornetta|Agamemnon Cornetta|99963.05
last_name_max|Corocher|Abelhard Corocher|99540.48
last_name_max|Corona|Adriana Corona|99863.58
last_name_max|Corra|Adara Corra|99872.77
last_name_max|Corradetti|Allisah Corradetti|99975.96
last_name_max|Corradi|Agnizka Corradi|99956.98
last_name_max|Corradini|Aleck Corradini|99812.22
last_name_max|Corradino|Albertyna Corradino|99933.69
last_name_max|Corrado|Abba Corrado|99970.29
